190	40	92	164	164	106
190	40	92	164	164	106
190	40	92	165	164	106
190	40	92	165	164	106
190	40	92	164	164	106
190	40	92	164	164	106
190	40	92	164	165	106
190	40	92	164	166	106
190	40	92	164	166	106
190	40	92	165	165	105
190	41	92	164	165	106
190	41	92	164	165	106
190	41	92	165	165	106
190	41	92	165	165	106
190	40	93	164	164	106
190	40	92	165	164	105
190	40	92	164	165	106
189	40	92	165	165	106
190	41	92	164	164	105
190	40	92	164	164	106
190	43	92	164	164	106
190	42	92	165	163	106
190	42	92	164	164	106
190	42	92	164	164	106
190	42	92	164	163	106
190	42	92	164	163	105
190	43	92	164	163	105
190	42	92	164	164	105
190	43	92	164	163	106
190	42	92	164	164	106
190	43	92	164	164	105
190	43	92	164	164	105
190	43	92	165	164	106
190	42	92	164	164	105
190	42	92	164	165	106
190	42	92	165	165	106
190	43	92	164	163	105
190	43	92	164	163	106
190	43	92	164	164	105
190	43	92	164	164	106
190	43	92	164	164	106
189	43	92	164	164	105
190	43	92	164	163	105
190	43	92	164	164	105
190	42	92	164	163	106
190	43	92	165	163	105
190	43	92	164	163	106
190	43	92	164	164	106
190	43	92	165	163	106
190	43	92	164	163	106
190	43	92	165	164	106
190	44	92	164	163	106
190	44	93	164	163	106
189	44	92	164	163	106
190	44	92	164	164	106
190	45	92	164	163	106
190	44	92	164	163	105
190	45	92	164	164	106
190	46	92	164	164	106
190	47	92	165	163	106
203	162	98	165	173	115
203	161	98	164	173	115
203	163	98	165	174	115
203	164	98	165	174	115
203	163	98	165	173	115
203	164	98	165	174	116
203	163	99	165	174	115
203	163	98	164	172	115
204	163	98	165	174	115
203	161	98	165	174	115
203	162	98	165	174	115
203	161	98	165	173	115
203	161	98	165	174	115
203	161	98	165	173	115
203	162	98	164	173	115
203	161	98	165	173	115
203	160	98	165	173	115
203	161	99	164	173	115
203	161	98	165	173	115
203	160	98	165	173	115
203	160	98	165	174	115
202	159	98	165	173	114
203	160	98	165	174	114
203	160	98	165	173	114
203	160	98	165	175	115
203	159	98	165	174	115
202	160	98	164	173	114
202	159	98	165	173	115
202	158	98	165	173	114
202	159	98	164	173	114
203	159	98	164	173	114
203	160	98	165	174	114
202	158	98	165	174	114
202	161	99	165	174	114
203	159	98	165	173	114
203	159	98	165	173	114
202	158	98	164	173	114
203	159	98	165	173	114
202	159	98	165	173	115
202	160	98	165	173	114
203	158	98	165	173	114
203	160	98	165	173	115
202	158	98	165	172	115
203	158	98	164	172	114
202	158	98	165	172	114
202	157	98	164	172	114
203	157	98	164	173	114
203	160	98	164	173	115
203	159	98	165	173	115
203	158	98	165	173	114
203	159	98	165	174	115
203	161	98	164	175	115
203	159	98	164	174	115
203	159	98	165	174	115
203	160	98	164	174	114
202	159	98	165	174	114
202	157	98	165	174	115
202	157	98	164	173	114
202	157	98	165	174	115
202	156	98	165	174	114
